image,date,gtfgloss,boxfgloss,fg1loss,fg2loss,fg3loss,fg4loss,gtbgloss,boxbgloss,bg1loss,bg2loss,bg3loss,bg4loss,bigloss
20200816_clip_12_0509_img_115,20200816,0.00024758691324179067,0.0,0.00015557937535666107,0.00022823088300090382,0.000267963382510891,0.0002044571757005666,0.000594481806962078,0.0005919449715869058,0.0005936320357232372,0.0005924931242862093,0.0005923542479150703,0.0005934204364325922,0.0005919449613429606
20200816_clip_18_0757_img_101,20200816,0.0,0.001525418250451399,0.0,0.0,0.001157482702302685,0.0019364976370314338,0.004550333648116905,0.004545078831057462,0.004550333648116905,0.004550333648116905,0.004557084189754625,0.004552998515313963,0.004550333600491285
20200816_clip_22_0949_img_5,20200816,0.006189003732605292,0.0028371331521574662,0.006011955121284528,0.06614918116746332,0.0019347028342870329,0.0011188178906848297,0.0041490356673224765,0.004148003268874767,0.004144924984950902,0.004137248095210664,0.004166021366063031,0.004183267580350979,0.004154171794652939
20200816_clip_34_1523_img_115,20200816,0.0061779402881541766,0.0018096277478990685,0.005230650417137484,0.005781673470062843,0.0037128397762569722,0.0038792153953150135,0.006128399736410238,0.006137349423719752,0.006171819121133732,0.006144901464089427,0.006196941173290696,0.006160368135023037,0.006133878603577614
20200817_clip_0_0941_img_5,20200817,0.0017634653155224763,0.0008792909410626428,0.004053580146393943,0.003810036422538123,0.003571940850036783,0.0034273223446008964,0.003817521923010649,0.0038330196410833253,0.0037905425522143685,0.0037985743681271233,0.0038049464664754425,0.0038102164603372097,0.0038007486145943403
20200817_clip_12_1504_img_36,20200817,0.004829619094833081,0.0032523625365615447,0.006927067553752899,0.008014130498658302,0.0028302011081592295,0.003204223593631405,0.005631392035144245,0.00560495918121987,0.005471941736340555,0.005363891813760748,0.005746878493545351,0.005704803961302276,0.005601950921118259
20200817_clip_19_1812_img_115,20200817,0.0030055141246332663,0.0014030592532030919,0.005055534943568847,0.005874992075926396,0.0032664999048829723,0.002838265697573202,0.005466554859707786,0.005451148481799216,0.00538743613073281,0.005332935957669774,0.005463271008328384,0.005452137201515757,0.005369427613914013
20200817_clip_23_2004_img_115,20200817,0.004416136802282382,0.002410339030021266,0.004115220035685145,0.0038031544188432374,0.003375973099975623,0.003440766990285094,0.003081426964472337,0.0031057674196572683,0.0030967360538762885,0.003121208566655567,0.0031474875829631825,0.0031376922321115033,0.003172017866745591
20200817_clip_31_2337_img_115,20200817,0.0,0.0,0.00859841327806775,0.008942729385532937,0.00589996882339039,0.005966778051990357,0.003018941589557333,0.003018941589557333,0.002976808519373819,0.002971454058750207,0.0029965563894398784,0.00301138967700673,0.0030189414974302053
20200818_clip_0_0000_img_5,20200818,0.007345183338496865,0.000824761688100031,0.004088354765731112,0.008265300845866807,0.0028808709711639407,0.0034724851235597397,0.0030177573764569895,0.0030270340531390024,0.0030198684646410403,0.002992434140266355,0.0030282646643530918,0.003026172164140312,0.0030279080383479595
20200818_clip_10_0440_img_115,20200818,0.0,0.0,0.007997681887065077,0.007240305359214409,0.009034060445237663,0.014344501879515607,0.0027371918136959742,0.0027371918136959742,0.0027028477393192963,0.0027063699453699977,0.0027064006294873497,0.0027119340109292623,0.002737191738560796
20200818_clip_13_1547_img_5,20200818,0.0076430577161661255,0.0034062089539118414,0.004484444738532236,0.004632214505649209,0.00644575265760513,0.006721822076758161,0.0035194030477680625,0.0035658379296378273,0.003641367500965326,0.0036288789817358062,0.003583345984135111,0.003549215507657728,0.0036971953231841326
20200818_clip_20_1903_img_5,20200818,0.0,0.0007550252323106778,0.003629167797527864,0.002939461231484243,0.0033733983015372484,0.0028327869909669304,0.0027942180056384058,0.002788894519991946,0.0027853298458825402,0.0027924292905572036,0.002787994323709377,0.0027934844806527196,0.0027942180167883635
20200818_clip_31_2359_img_59,20200818,0.0038901711601478394,0.0027703026675229237,0.004388012372539907,0.003726633936279699,0.003446912602858299,0.0035151504379632033,0.0021291946627401094,0.002130384737596547,0.002116425221016412,0.0021352017907755676,0.002154886433920845,0.0021422999175087208,0.002194784814491868
20200819_clip_0_0000_img_5,20200819,0.004103125219995456,0.002769887644068094,0.0027128551298614165,0.0024732640183161036,0.0031984905825579945,0.002705958727578815,0.00207524822678098,0.002079801057671983,0.0021201210001526812,0.00212567025822428,0.002112909222140723,0.002126403522671835,0.002137742005288601
20200819_clip_20_0917_img_35,20200819,0.007204823885873956,0.0036642914507299625,0.0003102592916280694,0.00035048005134825623,0.0002227443152242678,0.0001424263690835538,0.001904422746324552,0.001907388732662873,0.0019205537409780536,0.0019214507021255553,0.001918053258904644,0.0019201904930178295,0.0019156425260007381
20200819_clip_34_1531_img_115,20200819,0.003921032244084886,0.0,0.006187497475894043,0.006050338489490954,0.0037034478958846706,0.0031526885070121856,0.004716388209762802,0.004703322490218655,0.004647245184423567,0.0046365167667137995,0.004733427584468001,0.004756912465592094,0.004703322425484657
20200819_clip_41_1847_img_115,20200819,0.0014587079108802862,0.0009496143924032344,0.0018218284420333235,0.002464283209444523,0.001450571436108901,0.0013348014069359385,0.003472619977001958,0.0034747194920726585,0.003485054262951112,0.0034519612301721924,0.0034529212775169615,0.0034549917738808805,0.003408634103834629
20200819_clip_52_2334_img_115,20200819,0.0,0.0,0.0,0.0,0.0022352182172909996,0.004252039845591023,0.0026610918594952354,0.0026610918594952354,0.0026610918594952354,0.0026610918594952354,0.0026614084848101726,0.0026591878314382346,0.002661091974005103
20200820_clip_0_0000_img_5,20200820,0.0031384970663085186,0.0016592476804303984,0.0026028837052748865,0.0021394067166209197,0.0029623601422304937,0.001867282951098324,0.0026938522367615397,0.0026921466707967106,0.002696864729380163,0.0027026407383624923,0.0026933903144606653,0.0027012335014802826,0.0026961895637214184
20200820_clip_12_0535_img_115,20200820,0.002527306449619527,0.0016767830189283763,0.0011492096332520092,0.0007486113521057536,0.0017928786514550194,0.0009059026314437216,0.0023712744789605093,0.0023738198000953473,0.0023894050932838236,0.0024013932139906836,0.002376047573869449,0.002387463854351463,0.0023733344860374928
20200820_clip_17_0755_img_5,20200820,0.0,0.00074816609684907,0.005320752656853898,0.004541458740011092,0.0035017143514999346,0.0031965556700857085,0.001724618037086055,0.0017188549008881756,0.0016247437357685102,0.0016469298858907161,0.001708287698797455,0.001711029278277373,0.0017246180213987827
20200820_clip_33_1450_img_26,20200820,0.003842061398579432,0.0027643423156232566,0.0036860011493625184,0.00345208154952222,0.0032265656207210395,0.003946000576758145,0.0016123850479611058,0.001613128128094679,0.0015954226888737226,0.0015950131562816005,0.00160314257751138,0.0016005135922203854,0.0016349658835679293
20200820_clip_49_2201_img_115,20200820,0.0063346894757726774,0.004248216894821963,0.0037256879222317164,0.003139401710722007,0.0040388148730498745,0.004475232058064864,0.0011707407904437282,0.0012101710734038918,0.0012602535858162421,0.0012639868130864707,0.001252082415339822,0.001244158088914789,0.0012971342075616121
20200821_clip_0_0000_img_5,20200821,0.008160214036140732,0.004254994858120187,0.003148718653562831,0.002351631128367456,0.005061917403037855,0.0034481727878222365,0.002678012260035774,0.002691105973499231,0.002727827637651504,0.0027403280520284777,0.002709830258098021,0.002723906850512715,0.0027343216352164745
20200821_clip_24_1059_img_115,20200821,0.003986775392383842,0.002690288480654537,0.0017765946265910595,0.001087131953635189,0.002238848608968714,0.002306329432659985,0.0008144930827480917,0.0008150639174495257,0.000814983349487663,0.0008212727071408854,0.0008157027526504935,0.0008176670198844319,0.0008241121540777385
20200821_clip_34_1539_img_115,20200821,0.0032418584360036275,0.001685862636316779,0.002826840522623367,0.002809444818036335,0.004124583450372248,0.002568378435972448,0.0037896253689824206,0.003798388938579062,0.003803076982343324,0.003807976706702106,0.003771465129818078,0.0038049346111959917,0.003780771279707551
20200821_clip_39_1740_img_115,20200821,0.004823107910123168,0.005375509493995373,0.00520022564436374,0.0059508921423630096,0.005704760804648196,0.005310424270765033,0.004618402322646972,0.004582483701031634,0.004596761666005885,0.004555238110638886,0.004569072481428389,0.004601681178306202,0.0046285889111459255
20200821_clip_53_2351_img_115,20200821,0.010777006817679435,0.005341408570745905,0.008001131928232217,0.008416937908342075,0.00879221035484938,0.008125446383518793,0.0036145338690870823,0.0036355372121181337,0.0035738476660033707,0.0035561464509614718,0.003564551982270797,0.0035996123223142624,0.0036578774452209473
20200822_clip_0_0000_img_5,20200822,0.010449549703557203,0.002824873699044226,0.009712891511980458,0.008855236888084091,0.011065434913667183,0.008588026955491865,0.0036150926363951274,0.0036697843896467404,0.003552816953340049,0.0035569474930256676,0.0035625113263884627,0.003621665066836758,0.0036967997439205647
20200822_clip_33_1443_img_115,20200822,0.006508500179379458,0.005555452538296861,0.004942731030309956,0.005020722231682011,0.008143607543855598,0.007340240775432578,0.0048146739357699435,0.004741041911229528,0.004933968332896393,0.0049258886563053935,0.004665552638726906,0.0047497502017011676,0.004938954021781683
20200822_clip_34_1511_img_115,20200822,0.0051008546097579145,0.0031825081234065104,0.003694653346645867,0.003616318113986491,0.003977103043009552,0.0037378029036366192,0.003272810195687308,0.003283676118080273,0.0033330545555315164,0.0033359227599697263,0.003318643688525292,0.0033398151846124294,0.003356915432959795
20200822_clip_53_2344_img_115,20200822,0.0,0.0,0.006379620432360509,0.005505930721385309,0.006714094024333687,0.006413713247218116,0.0020991010503420304,0.0020991010503420304,0.002083677492583855,0.0020870548733920666,0.002086033510033677,0.0020912887946974543,0.0020991009660065174
20200823_clip_0_0000_img_5,20200823,0.006692602577838469,0.0022065971000987663,0.0024207582646222094,0.0021518200886944017,0.0027755709060848705,0.0021247289109240313,0.002544813926829143,0.0025445987617404,0.002564209168335964,0.002572915244370116,0.002554661942767268,0.0025733738225313385,0.0025607470888644457
20200823_clip_33_1433_img_115,20200823,0.007637518106879725,0.0031321608010892238,0.003864823238523832,0.004221234274036933,0.004139404005076335,0.0038181622533826997,0.003911315408166612,0.004013429220061428,0.0040478091374628695,0.004030085554183248,0.0040360108377127035,0.0040452113836376554,0.004042267333716154
20200823_clip_39_1721_img_115,20200823,0.0065736517803908785,0.003669986185606515,0.004388379964698931,0.004489634915506124,0.004001137001171263,0.0035306855704060835,0.004853006943925218,0.0049429118786079845,0.004970004562339006,0.004964918974567666,0.004977458724172361,0.004988271513352591,0.004936260171234608
20200823_clip_51_2240_img_115,20200823,0.004924602640549267,0.004109846330622238,0.0030016567424603984,0.0035100945097225346,0.004966293589555463,0.0011385129540666516,0.003245267344044488,0.003243449487346533,0.003286247342706883,0.00327574455606458,0.0032644850916003936,0.0033496792884648895,0.0032813185825943947
20200824_clip_0_0000_img_5,20200824,0.0,0.0,0.021439244857724634,0.029834974796511062,0.0008203312374463478,0.0006975930460105451,0.0030060195233396563,0.0030060195233396563,0.0029560201317109045,0.0029713312124736136,0.0030096293759969083,0.0030073128315765006,0.0030060196295380592
20200824_clip_11_0442_img_115,20200824,0.006116262585085251,0.0034582675327008514,0.0026891284479904592,0.002353359162629167,0.0021179528672547673,0.004931574396022499,0.0025237600741881603,0.00252564277563822,0.0025297579816478837,0.002533204806107369,0.002533776367618771,0.0025255404375335005,0.002531476318836212
20200824_clip_27_1142_img_115,20200824,0.003754955728462006,0.0005245867265499596,0.001142361376349396,0.0,0.0026850912780199457,0.002099521984549112,0.003816321432153932,0.0038323085072760558,0.003821127763689186,0.0038159106030221405,0.0038236770596440563,0.0038262499624856974,0.0038159105461090803
20200824_clip_45_1938_img_115,20200824,0.006872333269253413,0.003920140492397202,0.0024756246295343106,0.0031492604971837383,0.007323388149325274,0.005972737029090143,0.0037234613015191256,0.003727778966481018,0.003867059584579881,0.003847114173264568,0.003702216412346494,0.003743733895645665,0.003822039347141981
20200825_clip_0_1216_img_5,20200825,0.003381558910938988,0.001396443090745413,0.005817908367322494,0.00604083715985716,0.0026333967781950593,0.003490414145137543,0.003476155801197563,0.003475490567161275,0.0034052188275153807,0.003415169893392897,0.003504911084707494,0.0034731431127097627,0.0034754525404423475
20200825_clip_12_1748_img_5,20200825,0.006443688477108954,0.0035581903351713517,0.004692838099646573,0.004761047920554609,0.00656056924361082,0.005531577219007415,0.005157700665307621,0.00521142650266645,0.005272562829464053,0.005270796532441325,0.005177325327649124,0.005222745135884663,0.005238975863903761
20200825_clip_25_2345_img_115,20200825,0.004460779024680956,0.0013852593362389826,0.006379086103464153,0.0011758242333028944,0.007275615631626252,0.0004817169199418261,0.0021495837034902084,0.0021504732289434106,0.002131603229773837,0.002157247935233505,0.0021332229751127784,0.002156907550349812,0.0021531437523663044
20200825_clip_9_1628_img_115,20200825,0.006138890682231229,0.0028979014769780114,0.004599805970175687,0.0043500695943859465,0.004115874627995103,0.00366753086815037,0.004899554303278016,0.0048957264315625994,0.004930432191781429,0.0049413939365898244,0.004946495540643844,0.004954848722062447,0.004920538980513811
20200826_clip_0_0000_img_5,20200826,0.0,0.0,0.00027312811677605256,0.0,1.7848612581190593e-08,0.002738537361219474,0.0021126813891522217,0.0021126813891522217,0.0021152278361696074,0.0021126813891522217,0.0021141281696972296,0.0021124351311002155,0.0021126812789589167
20200826_clip_20_0920_img_115,20200826,0.006124263754285539,0.003437846755362203,0.002310348872061902,0.0019060841144959977,0.002787994813006951,0.002079478528579739,0.001957194345529038,0.0019631661226281742,0.002024535209170705,0.0020319814591818414,0.0020177720469236647,0.0020283875303339916,0.0020303416531533003
20200826_clip_32_1452_img_5,20200826,0.009601593009379662,0.005618553363676793,0.002432451603795737,0.002197294799674097,0.003485379893899101,0.004492970621899194,0.002311526369280239,0.002320376471486236,0.0023621205246673297,0.0023692457622166807,0.0023513578736114823,0.0023434210752245215,0.0023648394271731377
20200826_clip_51_2336_img_115,20200826,0.0,0.0,0.0037585754321180108,0.0,0.005337390662049042,0.0029065333908540386,0.0018011327402729811,0.0018011327402729811,0.0017972855156726149,0.0018011327402729811,0.0017978867436552152,0.0017993256079835537,0.0018011326901614666
20200827_clip_0_0000_img_5,20200827,0.0,0.0,0.0,0.0,0.0009118121704074296,0.0007712000495659398,0.0016499619778089513,0.0016499619778089513,0.0016499619778089513,0.0016499619778089513,0.0016503742888562586,0.0016501714125406863,0.0016499619232490659
20200827_clip_31_1404_img_115,20200827,0.0038118085224515858,0.0009868799090537032,0.0030175204236667246,0.0034362288154795653,0.004197630587183432,0.003611891201557487,0.0028802564689033115,0.0029316425481957175,0.0028965984114887175,0.0028861386461073685,0.002872653242276582,0.0028818099407303143,0.002901010448113084
20200827_clip_40_1759_img_62,20200827,0.004905083325435781,0.0027568958992421296,0.0027979248302855524,0.0026679195745753074,0.0032386954390882456,0.003007218025596036,0.0027803864322174334,0.002828363537857765,0.0028906319260092457,0.002901987875472215,0.0028732303496688525,0.002881333350642274,0.00288768601603806
20200827_clip_53_2349_img_115,20200827,0.0,0.0,0.0015556881080030182,0.0,0.002630389817228541,0.0007096028910724054,0.0025003695906883005,0.0025003695906883005,0.0025017012924668652,0.0025003695906883005,0.002499897120171706,0.0025028017542550966,0.002500369679182768
20200828_clip_0_0000_img_5,20200828,0.00522184749260522,0.004144950522325985,0.0027491964098587487,0.0025710403832717027,0.002658341703756965,0.0026955406194954655,0.0025100158716955716,0.0025091136181802916,0.002533092143413521,0.0025345781006367103,0.0025336384107302475,0.002533336999152995,0.002535065868869424
20200828_clip_17_0731_img_115,20200828,0.004543164490521658,0.0029688191187176812,0.003786760159104855,0.002891745534975899,0.0030461300079230196,0.0028868344492554866,0.0020962530673744348,0.002097133024809278,0.0020870563311937455,0.002099454045759328,0.002104822222093368,0.0021070220484166605,0.002113503636792302
20200828_clip_24_1047_img_5,20200828,0.0,0.00034865009679446886,0.0016521512264782829,0.0019973322073911478,0.0026382526732134275,0.002981798215096146,0.0022694736146715473,0.002271143605992976,0.002275640660694919,0.0022718084614963196,0.0022664732492368275,0.0022651630367656692,0.0022694736253470182
20200828_clip_53_2347_img_115,20200828,0.0,0.0,0.0009585776767640238,0.0,1.559295554153726e-08,0.00013508923046962724,0.0011111849701953345,0.0011111849701953345,0.0011112668756738757,0.0011111849701953345,0.001111674070308088,0.0011118945550531486,0.0011111849453300238
20200829_clip_0_0000_img_5,20200829,0.0,0.0,0.0002013347312727687,0.0,4.155510216438537e-09,0.0,0.0012358345632063066,0.0012358345632063066,0.0012364299146712043,0.0012358345632063066,0.0012358569130491873,0.0012358345632063066,0.0012358345557004213
20200829_clip_38_1707_img_115,20200829,0.0042008764236258975,0.002732431171105353,0.0020744153944367606,0.002234044462583851,0.003245846864878613,0.0026937844700005175,0.002214257087511567,0.0022265445721564524,0.002330541737489964,0.0023202189319092396,0.0022760195795492395,0.0022983800830780796,0.002315699588507414
20200829_clip_42_1859_img_5,20200829,0.0093664516700266,0.006383148631325578,0.0048401431985105325,0.004862732491991623,0.005410819225654972,0.004904954872059713,0.0019814907212062985,0.001998141872985087,0.00208803386188757,0.0020900740472464545,0.002105715144624256,0.0021227075306770446,0.0021778102964162827
20200829_clip_52_2334_img_115,20200829,0.01100957047537026,0.006370989268138888,0.00432152548636341,0.0040199217607185525,0.0069834096275309026,0.0044574964659989365,0.00400816301129564,0.004024512537685873,0.0041455836997620595,0.004151387697197984,0.004094701466422442,0.004142976996745095,0.004150026943534613
20200830_clip_0_0000_img_5,20200830,0.012085412510534096,0.008386166563461575,0.008131311664217105,0.005897997223316133,0.010727576131772125,0.008338309077561985,0.003579483807516908,0.0035995806724245785,0.0036505181428277697,0.0036909456808276423,0.003648780393183529,0.003685519670737593,0.0037232397589832544
20200830_clip_16_0728_img_12,20200830,0.02196012405748086,0.0015624983214127851,0.009910290405723318,0.00970034200634712,0.012854525218974337,0.013258935354608703,0.0044097736888302095,0.004478751581913426,0.004432871310590374,0.004434868513036605,0.004443828786893216,0.004444958554558742,0.004480629228055477
20200830_clip_33_1500_img_115,20200830,0.006441131211049575,0.004114562518068711,0.005349130968112703,0.00502567758938963,0.005479042556734585,0.00556957984340644,0.005509981215795836,0.005502731058408773,0.005522456770863686,0.00553494233451754,0.005516849954344657,0.005513573571118675,0.005518061108887196
20200830_clip_52_2346_img_115,20200830,0.0,0.0,0.008226067089790652,0.0,0.007597809248552136,0.0031482956736351895,0.0030403810491267396,0.0030403810491267396,0.0030327732028010267,0.0030403810491267396,0.0030353830022998266,0.0030402092373776877,0.003040381008759141
20200831_clip_0_0000_img_5,20200831,0.0,0.0,0.0,0.0,0.0011894148758093046,1.5652453427295844e-08,0.003139467148237922,0.003139467148237922,0.003139467148237922,0.003139467148237922,0.0031414403337145297,0.003139920315326748,0.0031394672114402056
20200831_clip_16_0724_img_110,20200831,0.008295556507319708,0.0061430041607227785,0.0063610635535260845,0.00634520099492836,0.005452732250010897,0.004732823548229464,0.004065861055226778,0.004069574176676984,0.004068947003957222,0.004060562431233113,0.004091127384317824,0.004104596311304805,0.004121009260416031
