Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min,MSE,MSE_moving_bkgrnd
20200814,clip_34_1503,26,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006328054703772068,0.0009003292492890739
20200814,clip_34_1503,28,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006238160189241171,0.0009826502035926404
20200814,clip_34_1503,30,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00615727249532938,0.0005436472660589224
20200814,clip_34_1503,32,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006427028216421604,0.0008090429625200731
20200814,clip_34_1503,34,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006233162246644497,0.0008914107680241496
20200814,clip_34_1503,36,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006346349138766527,0.0014822454164609455
20200814,clip_34_1503,38,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006450668442994356,0.0010049752638953018
20200814,clip_34_1503,40,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006592479534447193,0.0009408642317185095
20200814,clip_34_1503,42,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006562262773513794,0.0010352332045920694
20200814,clip_34_1503,44,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006602753885090351,0.0012247646990956535
20200814,clip_34_1503,46,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00662342831492424,0.0017131681032824461
20200814,clip_34_1503,48,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006682173348963261,0.0015655168954736664
20200814,clip_34_1503,50,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006628341972827911,0.0013219088200758843
20200814,clip_34_1503,52,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006823339965194464,0.0015622667112439132
20200814,clip_34_1503,54,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006856577470898628,0.0015343823074588433
20200814,clip_34_1503,56,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0066635748371481895,0.0020059428596402545
20200814,clip_34_1503,58,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00679556280374527,0.0016422336553189591
20200814,clip_34_1503,60,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006594562437385321,0.0014976741208735133
20200814,clip_34_1503,62,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006493871100246906,0.0011827413336939962
20200814,clip_34_1503,64,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006492055021226406,0.00101467810042825
20200814,clip_34_1503,66,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00654888991266489,0.0013244841829024479
20200814,clip_34_1503,68,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006519101560115814,0.0014631466641771753
20200814,clip_34_1503,70,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006523956544697285,0.0013591475303458744
20200814,clip_34_1503,72,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0062175593338906765,0.0010163592794821858
20200814,clip_34_1503,74,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006301076617091894,0.0011796940195269686
20200814,clip_34_1503,76,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006335031241178513,0.001152483643079938
20200814,clip_34_1503,78,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006399476435035467,0.0008017943684490751
20200814,clip_34_1503,80,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006349691189825535,0.0009377160747992408
20200814,clip_34_1503,82,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0063795968890190125,0.0013180571214524513
20200814,clip_34_1503,84,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006365709938108921,0.0011659579130766124
20200814,clip_34_1503,86,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006271631456911564,0.0007206848365483133
20200814,clip_34_1503,88,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006407787557691336,0.001304307803968731
20200814,clip_34_1503,90,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00652402313426137,0.0010375003460319047
20200814,clip_34_1503,92,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006347549147903919,0.000983798245625028
20200814,clip_34_1503,94,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006461894605308771,0.0009760866384130885
20200814,clip_34_1503,96,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00653705932199955,0.0007811511105217696
20200814,clip_34_1503,98,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006487603299319744,0.0007790753899591491
20200814,clip_34_1503,100,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006393681280314922,0.0009618708102718361
20200814,clip_34_1503,102,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006511774845421314,0.001554501900408387
20200814,clip_34_1503,104,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006401844322681427,0.0014557572079183447
20200814,clip_34_1503,106,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006413894705474377,0.0007842656092365694
20200814,clip_34_1503,108,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006337432190775871,0.0010700281476692883
20200814,clip_34_1503,110,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006169756408780813,0.0016697868164623445
20200814,clip_34_1503,112,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006149685010313988,0.0011318117979204336
20200814,clip_34_1503,114,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006201775744557381,0.0008451719661855364
20200814,clip_34_1503,116,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006080189254134893,0.0013068389007763527
20200814,clip_34_1503,118,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006339621730148792,0.0008927787207273799
20200814,clip_34_1503,120,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006092961877584457,0.0011156313040407628
20200814,clip_35_1520,0,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006554203573614359,0.0007646047863781254
20200814,clip_35_1520,2,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006616312079131603,0.0008034088969805057
20200814,clip_35_1520,4,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0065877391025424,0.0007964683848804777
20200814,clip_35_1520,6,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006681777536869049,0.0009819934822739966
20200814,clip_35_1520,8,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006577125284820795,0.0007353662764808418
20200814,clip_35_1520,10,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0065244222059845924,0.0007492128897756585
20200814,clip_35_1520,12,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0064432667568326,0.0007046899433288831
20200814,clip_35_1520,14,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006397161167114973,0.0006415237296400198
20200814,clip_35_1520,16,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006443571299314499,0.0005883717210736338
20200814,clip_35_1520,18,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006379586644470692,0.0009621216661254892
20200814,clip_35_1520,20,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006586533971130848,0.0008211530430520549
20200814,clip_35_1520,22,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006522851064801216,0.0010850927301071082
20200814,clip_35_1520,24,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006578830536454916,0.0009613168749058572
20200814,clip_35_1520,26,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006513537839055061,0.0012700659604634411
20200814,clip_35_1520,28,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00653062155470252,0.0009359064437052038
20200814,clip_35_1520,30,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006528602447360754,0.0011467086527831248
20200814,clip_35_1520,32,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006476658396422863,0.0012454154947245271
20200814,clip_35_1520,34,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006362181156873703,0.0012391277849318713
20200814,clip_35_1520,36,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006206594407558441,0.0009161621724577336
20200814,clip_35_1520,38,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006530002690851688,0.0015347976494818026
20200814,clip_35_1520,40,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0066192494705319405,0.000956770320125265
20200814,clip_35_1520,42,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0066260783933103085,0.0010173559373795537
20200814,clip_35_1520,44,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006246454082429409,0.0006604246799416224
20200814,clip_35_1520,46,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006451297085732222,0.0009660535326459377
20200814,clip_35_1520,48,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006554378662258387,0.0010346086672615724
20200814,clip_35_1520,50,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006624144501984119,0.0010746268421961082
20200814,clip_35_1520,52,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006522429175674915,0.000864432319253657
20200814,clip_35_1520,54,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006430582143366337,0.000839250866041871
20200814,clip_35_1520,56,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006294231861829758,0.0009122270459375243
20200814,clip_35_1520,58,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006381091196089983,0.0010894126716332422
20200814,clip_35_1520,60,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006425905507057905,0.0010107087686754784
20200814,clip_35_1520,62,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0062928711995482445,0.0013374307777841844
20200814,clip_35_1520,64,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006312813144177198,0.0010779210423862867
20200814,clip_35_1520,66,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006278587970882654,0.0008666666436411074
20200814,clip_35_1520,68,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006330553907901049,0.00046464108655407024
20200814,clip_35_1520,70,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006284691393375397,0.0007350177706746384
20200814,clip_35_1520,72,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006347567308694124,0.000589648216613303
20200814,clip_35_1520,74,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0063390713185071945,0.0005705191462564023
20200814,clip_35_1520,76,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006502047181129456,0.0006484056009239877
20200814,clip_35_1520,78,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006376644596457481,0.0008270072812617358
20200814,clip_35_1520,80,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006375701632350683,0.0012524694814762003
20200814,clip_35_1520,82,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0063717905431985855,0.000853886819400699
20200814,clip_35_1520,84,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0063107069581747055,0.0011213722527729645
20200814,clip_35_1520,86,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0063447728753089905,0.0012145519143314505
20200814,clip_35_1520,88,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006158351898193359,0.0011071893808913575
20200814,clip_35_1520,90,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006511620245873928,0.0009050481957945657
20200814,clip_35_1520,92,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006291183643043041,0.001023875452542537
20200814,clip_35_1520,94,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006449973210692406,0.0006625643398284626
20200814,clip_35_1520,96,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006525837816298008,0.0008801469582847921
20200814,clip_35_1520,98,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0064406124874949455,0.0009956338140521518
20200814,clip_35_1520,100,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00651509827002883,0.001465053739517249
20200814,clip_35_1520,102,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006496603600680828,0.0011594290213440466
20200814,clip_35_1520,104,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006385682616382837,0.0009418507869786294
20200814,clip_35_1520,106,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006303721573203802,0.0007528806368875875
20200814,clip_35_1520,108,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006332388613373041,0.0008750755387166503
20200814,clip_35_1520,110,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006095266900956631,0.0009095135301019396
20200814,clip_35_1520,112,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006090359762310982,0.0009397062126080524
20200814,clip_35_1520,114,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006357281003147364,0.0008682210448425245
20200814,clip_35_1520,116,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006385656539350748,0.0009590841941605324
20200814,clip_35_1520,118,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006437039468437433,0.0009875277317187062
20200814,clip_35_1520,120,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006446707993745804,0.001234143531265131
20200814,clip_36_1548,0,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006645359098911285,0.0014900210726839771
20200814,clip_36_1548,2,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00663398765027523,0.0013134218287795076
20200814,clip_36_1548,4,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0065490370616316795,0.001181544505289119
20200814,clip_36_1548,6,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006543927825987339,0.0010174533081385043
20200814,clip_36_1548,8,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006639701314270496,0.0012018663937847136
20200814,clip_36_1548,10,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006707851774990559,0.001981354392979972
20200814,clip_36_1548,12,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0067598856985569,0.001463460071251997
20200814,clip_36_1548,14,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006839398760348558,0.0014926647693715876
20200814,clip_36_1548,16,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0067466553300619125,0.0012477975462512325
20200814,clip_36_1548,18,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006739453412592411,0.001072369662551256
20200814,clip_36_1548,20,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0064183687791228294,0.0015512025052975007
20200814,clip_36_1548,22,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0065177083015441895,0.0009282041971801092
20200814,clip_36_1548,24,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006053442135453224,0.0011655200256336837
20200814,clip_36_1548,26,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006515881046652794,0.001014746842006706
20200814,clip_36_1548,28,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006581946276128292,0.0014910350985099172
20200814,clip_36_1548,30,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006586913485080004,0.001765248749400957
20200814,clip_36_1548,32,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006593180820345879,0.0011726602839516546
20200814,clip_36_1548,34,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006651687435805798,0.0011696222364695897
20200814,clip_36_1548,36,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0066215358674526215,0.0013195624451181375
20200814,clip_36_1548,38,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006537722423672676,0.0010387409742212486
20200814,clip_36_1548,40,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0063721789047122,0.0006276092180786022
20200814,clip_36_1548,42,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006319808773696423,0.0007835249195030505
20200814,clip_36_1548,44,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00659751333296299,0.0008709959077788412
20200814,clip_36_1548,46,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006417617667466402,0.0008088466593142237
20200814,clip_36_1548,48,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006482644006609917,0.0007878132223935093
20200814,clip_36_1548,50,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006542612332850695,0.0008770933383433936
20200814,clip_36_1548,52,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006559825036674738,0.0009850899151268154
20200814,clip_36_1548,54,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006611775606870651,0.0009606626886083964
20200814,clip_36_1548,56,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006700189784169197,0.0010164599178237516
20200814,clip_36_1548,58,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0066785491071641445,0.0014206018153699392
20200814,clip_36_1548,60,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006597477477043867,0.001017907845647871
20200814,clip_36_1548,62,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006382551975548267,0.0008276033122128573
20200814,clip_36_1548,64,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0066103884018957615,0.0009863493557682088
20200814,clip_36_1548,66,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006673087365925312,0.0009780755463105505
20200814,clip_36_1548,68,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006532968487590551,0.0006960135789316934
20200814,clip_36_1548,70,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006549498066306114,0.0005876094311113466
20200814,clip_36_1548,72,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006360007915645838,0.0006789844142062732
20200814,clip_36_1548,74,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006416765972971916,0.0007255326873752257
20200814,clip_36_1548,76,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006471053697168827,0.0007446052665840266
20200814,clip_36_1548,78,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006322809960693121,0.0010341001314825861
20200814,clip_36_1548,80,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006401464808732271,0.0007929838177269399
20200814,clip_36_1548,82,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006149315275251865,0.0006620491340279589
20200814,clip_36_1548,84,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006094705313444138,0.0007627520680515677
20200814,clip_36_1548,86,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00625400897115469,0.0007904401816889237
20200814,clip_36_1548,88,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006153269670903683,0.0006936640766050325
20200814,clip_36_1548,90,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0064708697609603405,0.0011104836573782903
20200814,clip_36_1548,92,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006347142159938812,0.0008587871741376387
20200814,clip_36_1548,94,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006358074024319649,0.0008297456458581642
20200814,clip_36_1548,96,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006306481081992388,0.0010479194307053187
20200814,clip_36_1548,98,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006302496884018183,0.0011305907926507694
20200814,clip_36_1548,100,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006268001627177,0.00119633019312059
20200814,clip_36_1548,102,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006370966322720051,0.0009178032689410277
20200814,clip_36_1548,104,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006215294823050499,0.0010140189975844937
20200814,clip_36_1548,106,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.005960656329989433,0.0008098350976976557
20200814,clip_36_1548,108,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006136108189821243,0.0006068032443954347
20200814,clip_36_1548,110,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006178198382258415,0.0008069273886799486
20200814,clip_36_1548,112,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006265012081712484,0.0008757126751070425
20200814,clip_36_1548,114,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006294677034020424,0.0009946698245122763
20200814,clip_36_1548,116,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006320648360997438,0.0010399697906559998
20200814,clip_36_1548,118,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.00635714503005147,0.0007239123985952945
20200814,clip_36_1548,120,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.006285968702286482,0.000708836994047195
20200814,clip_37_1616,0,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007380165159702301,0.0016191773885512232
20200814,clip_37_1616,2,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007343729957938194,0.0015296012348145881
20200814,clip_37_1616,4,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007284278515726328,0.0011403511810351835
20200814,clip_37_1616,6,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007330664433538914,0.001216115257384713
20200814,clip_37_1616,8,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007240585051476955,0.0011693787734046866
20200814,clip_37_1616,10,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0072821322828531265,0.001297528539690262
20200814,clip_37_1616,12,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007318341638892889,0.0015680471012782724
20200814,clip_37_1616,14,2021-02-14 00:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,0.007329100277274847,0.0016177443789047452
