image,date,boxfgloss,boxbgloss,bigloss
20200814_clip_35_1520_image_0024,20200814,0.0013089825101703285,0.007090504303978455,0.006980423349887133
20200814_clip_35_1520_image_0026,20200814,0.001293646585562656,0.006751880486698331,0.006645565386861563
20200814_clip_35_1520_image_0028,20200814,0.0012683554650968027,0.0070044537942391735,0.006894757505506277
20200814_clip_35_1520_image_0030,20200814,0.0015025933602098548,0.006908123602524033,0.00682029640302062
20200814_clip_35_1520_image_0032,20200814,0.0017138986812235755,0.006875044570915798,0.006831052713096142
20200814_clip_35_1520_image_0034,20200814,0.0013727540745096533,0.006779200830781615,0.006681059021502733
20200814_clip_35_1520_image_0036,20200814,0.0014747850115674182,0.0066383376542908075,0.006549194920808077
20200814_clip_35_1520_image_0038,20200814,0.0016813432464577456,0.0066109192361742865,0.006547611206769943
20200814_clip_35_1520_image_0040,20200814,0.0012164096973703137,0.00704613267681912,0.006923680659383535
20200814_clip_35_1520_image_0042,20200814,0.0009634385884788655,0.007015344124309942,0.006836627144366503
20200814_clip_35_1520_image_0044,20200814,0.0008789185187265932,0.006726600648249863,0.00658112857490778
20200814_clip_35_1520_image_0046,20200814,0.0010746405431835797,0.006875451530035975,0.0067429193295538425
20200814_clip_35_1520_image_0048,20200814,0.0012040755322274058,0.006875615121633926,0.006756060756742954
20200814_clip_35_1520_image_0050,20200814,0.0013908721414223838,0.007077669466933429,0.0069583710283041
20200814_clip_35_1520_image_0052,20200814,0.001971996341329184,0.00694794910226236,0.006919471081346273
20200814_clip_35_1520_image_0054,20200814,0.0017819638725576686,0.0067469169601458295,0.00671421317383647
20200814_clip_35_1520_image_0056,20200814,0.0014346942623164052,0.006800003064554313,0.006744959857314825
20200814_clip_35_1520_image_0058,20200814,0.0011870258913968443,0.006866903727771332,0.006818411406129599
20200814_clip_35_1520_image_0060,20200814,0.001277197675561863,0.00685252872457794,0.0068100374191999435
20200814_clip_35_1520_image_0062,20200814,0.0018125921667552249,0.006785572158049638,0.006777068134397268
20200814_clip_35_1520_image_0064,20200814,0.0013104365530362723,0.006835275737889848,0.006791902706027031
20200814_clip_35_1520_image_0066,20200814,0.0010213139787400118,0.006801606234650991,0.006750739179551601
20200814_clip_35_1520_image_0068,20200814,0.000967810322099662,0.0068390354007083305,0.0067870281636714935
20200814_clip_35_1520_image_0070,20200814,0.0014986557469085188,0.006669068052815643,0.006639536935836077
20200814_clip_35_1520_image_0072,20200814,0.0010723479360725085,0.006837293955775061,0.006770449690520763
20200814_clip_35_1520_image_0074,20200814,0.0009853925364051257,0.006802871262326073,0.006732396315783262
20200814_clip_35_1520_image_0076,20200814,0.0008015438667568461,0.006947487324420118,0.006792654749006033
20200814_clip_35_1520_image_0078,20200814,0.000967923644576018,0.006901950968007734,0.006805256474763155
20200814_clip_35_1520_image_0080,20200814,0.0011999541809847186,0.006906756851247763,0.006839483045041561
20200814_clip_35_1520_image_0082,20200814,0.0009531809582506042,0.006921575591172032,0.006836336106061935
20200814_clip_35_1520_image_0084,20200814,0.0011873940343362604,0.006714295508078468,0.00666026072576642
20200814_clip_35_1520_image_0086,20200814,0.0010953573235463836,0.006768681317473919,0.0067111593671143055
20200814_clip_35_1520_image_0088,20200814,0.0017971232715362755,0.006714403921839819,0.006696789525449276
20200814_clip_35_1520_image_0090,20200814,0.001236505653413509,0.0069664058922032125,0.006884004920721054
20200814_clip_35_1520_image_0092,20200814,0.0019167641216758324,0.00664287623493319,0.006641525775194168
20200814_clip_35_1520_image_0094,20200814,0.00083695972289997,0.006831333273242606,0.006702618673443794
20200814_clip_35_1520_image_0096,20200814,0.0011538367087953628,0.0069581966968886065,0.0068552084267139435
20200814_clip_35_1520_image_0098,20200814,0.0011718732270519418,0.006981440297377767,0.006866009905934334
20200814_clip_35_1520_image_0100,20200814,0.0013965847187066757,0.007025006829896117,0.00693786796182394
20200814_clip_35_1520_image_0102,20200814,0.001999408131260674,0.006940303161573511,0.006912460085004568
20200814_clip_35_1520_image_0104,20200814,0.0013946229972065557,0.0069735988868722875,0.006881092209368944
20200814_clip_35_1520_image_0106,20200814,0.0009988961991123561,0.006778897154582441,0.006681015249341726
20200814_clip_35_1520_image_0108,20200814,0.0010102728686965808,0.00681432114924246,0.006711168214678764
20200814_clip_35_1520_image_0110,20200814,0.0016933796016090359,0.006403660842871815,0.006370512302964926
20200814_clip_35_1520_image_0112,20200814,0.001581039612726197,0.0064749499535194585,0.0064108725637197495
20200814_clip_35_1520_image_0114,20200814,0.0010580066262270925,0.006906598429455388,0.006734647788107395
20200814_clip_35_1520_image_0116,20200814,0.0012620989914836553,0.006899671192967599,0.006767565850168467
20200814_clip_35_1520_image_0118,20200814,0.0012655244128986416,0.0068857762989416975,0.006801890209317207
20200814_clip_35_1520_image_0120,20200814,0.00222649997727896,0.006502297121852632,0.006553541403263807
20200814_clip_36_1548_image_0000,20200814,0.0013122000076974142,0.007305574167556962,0.007051052991300821
20200814_clip_36_1548_image_0002,20200814,0.0012401924298438768,0.007304272343777562,0.007036071270704269
20200814_clip_36_1548_image_0004,20200814,0.0012096394985280908,0.00722259930077323,0.006992674432694912
20200814_clip_36_1548_image_0006,20200814,0.0013168611178099785,0.007222452386668909,0.007042538374662399
20200814_clip_36_1548_image_0008,20200814,0.001498812630364218,0.007239061661017187,0.00709287216886878
20200814_clip_36_1548_image_0010,20200814,0.0023547741337910555,0.007309303626284421,0.007211359683424234
20200814_clip_36_1548_image_0012,20200814,0.0018135986236022745,0.007299002490587223,0.00715464586392045
20200814_clip_36_1548_image_0014,20200814,0.0015432628178280946,0.0072644990900689885,0.007110148668289185
20200814_clip_36_1548_image_0016,20200814,0.0015237504599460749,0.007356101851258464,0.00719740753993392
20200814_clip_36_1548_image_0018,20200814,0.00139567223608024,0.0072007910697807365,0.007032701279968023
20200814_clip_36_1548_image_0020,20200814,0.0022000991717117087,0.006639131307683788,0.0066719320602715015
20200814_clip_36_1548_image_0022,20200814,0.0010524152760785464,0.007257624210508765,0.006997197866439819
20200814_clip_36_1548_image_0024,20200814,0.0018020827698828291,0.006212652748251926,0.006146928295493126
20200814_clip_36_1548_image_0026,20200814,0.0014104576936113517,0.00709311564773236,0.006823904346674681
20200814_clip_36_1548_image_0028,20200814,0.0013889830734490401,0.007074262154027836,0.006796696688979864
20200814_clip_36_1548_image_0030,20200814,0.002864650602601703,0.007121664238441659,0.0069627920165658
20200814_clip_36_1548_image_0032,20200814,0.0015150401392210928,0.007031126339634925,0.006895050872117281
20200814_clip_36_1548_image_0034,20200814,0.0013005034319178307,0.007142802814912216,0.006996032316237688
20200814_clip_36_1548_image_0036,20200814,0.0014790183148090733,0.0070949282389587065,0.006964715197682381
20200814_clip_36_1548_image_0038,20200814,0.0012298038342355736,0.00701367833495347,0.006877229083329439
20200814_clip_36_1548_image_0040,20200814,0.0010982074486293016,0.006945798691197257,0.006787718273699284
20200814_clip_36_1548_image_0042,20200814,0.0010053264797315665,0.006904976122058059,0.00670376094058156
20200814_clip_36_1548_image_0044,20200814,0.0008631537558203797,0.007074744397678295,0.006868098396807909
20200814_clip_36_1548_image_0046,20200814,0.0012732326980575684,0.006965283019260774,0.0068182554095983505
20200814_clip_36_1548_image_0048,20200814,0.0009699731558502205,0.006984514033123245,0.006757624913007021
20200814_clip_36_1548_image_0050,20200814,0.000906016102378619,0.0071870862137291235,0.00691678561270237
20200814_clip_36_1548_image_0052,20200814,0.0010613394951134402,0.007168659176104086,0.00692897941917181
20200814_clip_36_1548_image_0054,20200814,0.0012853706905964933,0.007145682436964405,0.006931615993380547
20200814_clip_36_1548_image_0056,20200814,0.001432839737593939,0.007111958370452153,0.0069435955956578255
20200814_clip_36_1548_image_0058,20200814,0.0018811137009276293,0.007016548243588709,0.00689751235768199
20200814_clip_36_1548_image_0060,20200814,0.0014968244726994056,0.007173640101720574,0.007056398317217827
20200814_clip_36_1548_image_0062,20200814,0.001304165200216104,0.007040533374360617,0.006933001801371574
20200814_clip_36_1548_image_0064,20200814,0.0012801971885099104,0.007108327569880818,0.006989570800215006
20200814_clip_36_1548_image_0066,20200814,0.0014829954195938997,0.007130386054025115,0.00703697744756937
20200814_clip_36_1548_image_0068,20200814,0.0010846822010507338,0.0070800150625422486,0.006946196313947439
20200814_clip_36_1548_image_0070,20200814,0.0009330623288587119,0.007079946504862488,0.0069005307741463184
20200814_clip_36_1548_image_0072,20200814,0.0007966447432969138,0.006988595450303111,0.006728887092322111
20200814_clip_36_1548_image_0074,20200814,0.0008220613004735377,0.007047310754914672,0.0067915222607553005
20200814_clip_36_1548_image_0076,20200814,0.0008313842066311327,0.006993582505306844,0.006721920799463987
20200814_clip_36_1548_image_0078,20200814,0.001627034713327967,0.006691684817640782,0.006521740462630987
20200814_clip_36_1548_image_0080,20200814,0.0016846496730364379,0.0068094632866486544,0.0067446473985910416
20200814_clip_36_1548_image_0082,20200814,0.0018533634978815637,0.006393851182192833,0.00637859757989645
20200814_clip_36_1548_image_0084,20200814,0.0008762541153255623,0.006540390273129842,0.006426911801099777
20200814_clip_36_1548_image_0086,20200814,0.0012517660741729645,0.006783546720768402,0.006692745257169008
20200814_clip_36_1548_image_0088,20200814,0.0018024070866501719,0.006767162198079828,0.006713490933179855
20200814_clip_36_1548_image_0090,20200814,0.0011563881272220525,0.007124871886978109,0.006876066792756319
20200814_clip_36_1548_image_0092,20200814,0.0009795030950034173,0.007013375287497979,0.006791418883949518
20200814_clip_36_1548_image_0094,20200814,0.0009930389432246149,0.006977330704282904,0.006822544150054455
20200814_clip_36_1548_image_0096,20200814,0.0010869465328034616,0.006925455186557913,0.006776784081012011
20200814_clip_36_1548_image_0098,20200814,0.0011555469490503976,0.006906390791616335,0.006770369131118059
20200814_clip_36_1548_image_0100,20200814,0.0012728542187114113,0.006992018967290264,0.0068508051335811615
20200814_clip_36_1548_image_0102,20200814,0.0012127672930780538,0.00688032742367677,0.006773946341127157
20200814_clip_36_1548_image_0104,20200814,0.0016932310381717866,0.006863582455671772,0.006803502794355154
20200814_clip_36_1548_image_0106,20200814,0.001066080756680536,0.006515427044870414,0.006403910927474499
20200814_clip_36_1548_image_0108,20200814,0.0008152620745752834,0.0067523797572125194,0.006653378251940012
20200814_clip_36_1548_image_0110,20200814,0.0010311100842872547,0.006644427150417563,0.006555360741913319
20200814_clip_36_1548_image_0112,20200814,0.0010762177951121636,0.006878762123461643,0.006788104772567749
20200814_clip_36_1548_image_0114,20200814,0.0011620336759947756,0.006963323903883045,0.006845429074019194
20200814_clip_36_1548_image_0116,20200814,0.0012374330127753687,0.006972421816888055,0.0068936641328036785
20200814_clip_36_1548_image_0118,20200814,0.0009541506266561183,0.0069982437660479554,0.006898794788867235
20200814_clip_36_1548_image_0120,20200814,0.0011170947261854897,0.006935230387084648,0.006833389401435852
20200814_clip_37_1616_image_0000,20200814,0.001441880666717412,0.007981190919368615,0.007819224148988724
20200814_clip_37_1616_image_0002,20200814,0.0017028804221227948,0.00837726300033634,0.008201423101127148
20200814_clip_37_1616_image_0004,20200814,0.0013145119185485976,0.008066393893639782,0.0078763198107481
20200814_clip_37_1616_image_0006,20200814,0.0015207054071908867,0.007999563624551112,0.00785456970334053
20200814_clip_37_1616_image_0008,20200814,0.001276587168098466,0.00816179918932961,0.007902132347226143
20200814_clip_37_1616_image_0010,20200814,0.0015701642766469887,0.008081028523484893,0.007939466275274754
20200814_clip_37_1616_image_0012,20200814,0.0019407383997004056,0.00809373641166123,0.007964651100337505
20200814_clip_37_1616_image_0014,20200814,0.0018084191508436966,0.008033866751254032,0.007945330813527107
20200814_clip_37_1616_image_0016,20200814,0.0016405224417249103,0.008168881404142778,0.008024793118238449
20200814_clip_37_1616_image_0018,20200814,0.0018580522560090137,0.00789226709650131,0.007784490007907152
20200814_clip_37_1616_image_0020,20200814,0.0018162410493407458,0.0080367619827534,0.007925433106720448
20200814_clip_37_1616_image_0022,20200814,0.0015595248462209408,0.007970683820416227,0.00783156044781208
20200814_clip_37_1616_image_0024,20200814,0.0016464542626631806,0.008015812175750923,0.007887802086770535
20200814_clip_37_1616_image_0026,20200814,0.001601362118221476,0.008100962088815968,0.00796835869550705
20200814_clip_37_1616_image_0028,20200814,0.0015622124070579875,0.007972563507300785,0.007833837531507015
20200814_clip_37_1616_image_0030,20200814,0.001704955142644408,0.007942362431006366,0.007840719074010849
20200814_clip_37_1616_image_0032,20200814,0.0017112307261361328,0.007862977090197069,0.007785855792462826
20200814_clip_37_1616_image_0034,20200814,0.0016805432769482348,0.008143385576383715,0.00799897126853466
20200814_clip_37_1616_image_0036,20200814,0.0017777809366418152,0.008109313856284722,0.00795153621584177
20200814_clip_37_1616_image_0038,20200814,0.0013550063223533968,0.008037495198008402,0.007834918797016144
20200814_clip_37_1616_image_0040,20200814,0.00186952064540654,0.00779231752152933,0.007704165298491716
20200814_clip_37_1616_image_0042,20200814,0.0012155877992046028,0.007988870579339816,0.007798237260431051
20200814_clip_37_1616_image_0044,20200814,0.0013475622932244994,0.007923449163168787,0.0077215526252985
20200814_clip_37_1616_image_0046,20200814,0.001749855983098014,0.008235302568656441,0.008115973323583603
20200814_clip_37_1616_image_0048,20200814,0.001341902299440495,0.007787506309756945,0.007643813267350197
20200814_clip_37_1616_image_0050,20200814,0.001619286901252792,0.008306227154531377,0.008124148473143578
20200814_clip_37_1616_image_0052,20200814,0.001529576525861894,0.008290041199701477,0.00813270267099142
20200814_clip_37_1616_image_0054,20200814,0.0015959919963642278,0.008011975720455575,0.007891379296779633
20200814_clip_37_1616_image_0056,20200814,0.0013623174596329689,0.008083535737578989,0.007907367311418056
20200814_clip_37_1616_image_0058,20200814,0.0013958734501855286,0.008010940574611533,0.007835901342332363
20200814_clip_37_1616_image_0060,20200814,0.001594912774541707,0.008137926396270674,0.00790324155241251
20200814_clip_37_1616_image_0062,20200814,0.0014953416049506565,0.0074014465005935995,0.0071897380985319614
20200814_clip_37_1616_image_0064,20200814,0.001647290490753876,0.007960206097765576,0.007808589842170477
20200814_clip_37_1616_image_0066,20200814,0.0012189135441495478,0.007931082215939316,0.007714985869824886
20200814_clip_37_1616_image_0068,20200814,0.0015093367444311714,0.0077996007332884415,0.007686697877943516
20200814_clip_37_1616_image_0070,20200814,0.0013215373549159627,0.007956975973804433,0.007790639530867338
20200814_clip_37_1616_image_0072,20200814,0.0016321518634119917,0.008274481658336748,0.008132253773510456
20200814_clip_37_1616_image_0074,20200814,0.001577150290761155,0.008064009875917941,0.007911188527941704
20200814_clip_37_1616_image_0076,20200814,0.0012322193614510946,0.008171812883937637,0.007923316210508347
20200814_clip_37_1616_image_0078,20200814,0.0015957762266658865,0.008412723623741538,0.008175239898264408
20200814_clip_37_1616_image_0080,20200814,0.00125248396284132,0.008041333088418253,0.007764630950987339
20200814_clip_37_1616_image_0082,20200814,0.001526399644509073,0.008241610596709753,0.008059165440499783
20200814_clip_37_1616_image_0084,20200814,0.001332348080261135,0.007909745693415817,0.007733390666544437
20200814_clip_37_1616_image_0086,20200814,0.0013056239065008849,0.007776520857690983,0.007620674092322588
20200814_clip_37_1616_image_0088,20200814,0.0012524262945045551,0.007889415860804248,0.007677414920181036
20200814_clip_37_1616_image_0090,20200814,0.0013300153100872165,0.007665595597817424,0.007485469337552786
20200814_clip_37_1616_image_0092,20200814,0.001233179155882053,0.007795580594909604,0.007611467968672514
20200814_clip_37_1616_image_0094,20200814,0.0011563590359557915,0.007989072480743745,0.007810028735548258
20200814_clip_37_1616_image_0096,20200814,0.0010827593013409374,0.007982163565505905,0.007830829359591007
20200814_clip_37_1616_image_0098,20200814,0.0012738412674199954,0.007904702172693293,0.0077154370956122875
20200814_clip_37_1616_image_0100,20200814,0.0028352622963802,0.007606273237630528,0.007659044116735458
20200814_clip_37_1616_image_0102,20200814,0.001376002776171438,0.007504992412061869,0.007396653760224581
20200814_clip_37_1616_image_0104,20200814,0.0011300605037253338,0.007563143158609315,0.007413506507873535
20200814_clip_37_1616_image_0106,20200814,0.001159445956268005,0.007600123920591042,0.007434073369950056
20200814_clip_37_1616_image_0108,20200814,0.001341524329133284,0.007676604880120874,0.007549024187028408
20200814_clip_37_1616_image_0110,20200814,0.0015860772524815983,0.007718863376141949,0.007606994826346636
20200814_clip_37_1616_image_0112,20200814,0.0014453096617801785,0.007501314094565624,0.007375849410891533
20200814_clip_37_1616_image_0114,20200814,0.001298215466727649,0.007654875087205145,0.0075348857790231705
20200814_clip_37_1616_image_0116,20200814,0.0013091132998303667,0.007473056145251041,0.007350548170506954
20200814_clip_37_1616_image_0118,20200814,0.001231816102164937,0.0077093064495826705,0.007553787901997566
20200814_clip_37_1616_image_0120,20200814,0.0013767759416251416,0.007464378289131194,0.0073016188107430935
20200814_clip_38_1644_image_0000,20200814,0.0008476046482594858,0.006704389418529657,0.0065343319438397884
20200814_clip_38_1644_image_0002,20200814,0.0009317361503514334,0.006937234810769458,0.006729655899107456
20200814_clip_38_1644_image_0004,20200814,0.0016397556528995663,0.006880762444314799,0.00677691213786602
20200814_clip_38_1644_image_0006,20200814,0.0014688163752750755,0.006773776147042729,0.006665199063718319
20200814_clip_38_1644_image_0008,20200814,0.0015048622311741226,0.006908496610328573,0.006820452865213156
20200814_clip_38_1644_image_0010,20200814,0.0014539415743986788,0.006738768009655229,0.006657004356384277
20200814_clip_38_1644_image_0012,20200814,0.00119356952714351,0.006803477732399297,0.006703424267470837
20200814_clip_38_1644_image_0014,20200814,0.0012044216204487445,0.0066602959468604365,0.006539567373692989
20200814_clip_38_1644_image_0016,20200814,0.0013654209969739069,0.006681128573564395,0.006521336268633604
20200814_clip_38_1644_image_0018,20200814,0.0012218543637564543,0.006730610919375244,0.006557384040206671
20200814_clip_38_1644_image_0020,20200814,0.0019399009361518488,0.006375516493689561,0.006337993778288364
20200814_clip_38_1644_image_0022,20200814,0.0017458989709244208,0.006357422282780678,0.0063073523342609406
20200814_clip_38_1644_image_0024,20200814,0.0032696485763996502,0.005936942536858339,0.00610259547829628
20200814_clip_38_1644_image_0026,20200814,0.001178788597803816,0.006642877822752459,0.006563866510987282
20200814_clip_38_1644_image_0028,20200814,0.0008048187977521183,0.006588804949435664,0.006472104229032993
20200814_clip_38_1644_image_0030,20200814,0.0009098630950265266,0.006695577869246786,0.006572098471224308
20200814_clip_38_1644_image_0032,20200814,0.001653825419555516,0.006409188895418864,0.006366136949509382
20200814_clip_38_1644_image_0034,20200814,0.0008858900367719432,0.006684748604808582,0.006508681923151016
20200814_clip_38_1644_image_0036,20200814,0.000949600709666597,0.0067087313349334845,0.0065996358171105385
20200814_clip_38_1644_image_0038,20200814,0.0008873778136276959,0.0066710741222706866,0.0064987847581505775
20200814_clip_38_1644_image_0040,20200814,0.0014059127287929193,0.0066661552185380245,0.006516245659440756
20200814_clip_38_1644_image_0042,20200814,0.0010149626503136759,0.006626389774860254,0.006531363353133202
20200814_clip_38_1644_image_0044,20200814,0.0008419493046911386,0.00675941987786704,0.006609656382352114
20200814_clip_38_1644_image_0046,20200814,0.0012652607987683644,0.006835971295061027,0.006703659892082214
20200814_clip_38_1644_image_0048,20200814,0.0010294436545855174,0.006884505813188667,0.006695726420730352
20200814_clip_38_1644_image_0050,20200814,0.0011789243842105384,0.0070282671876974075,0.006796728819608688
20200814_clip_38_1644_image_0052,20200814,0.0013596678369080758,0.0070519362471200015,0.006848617922514677
20200814_clip_38_1644_image_0054,20200814,0.0019054836333731648,0.006848481964697098,0.006716465577483177
20200814_clip_38_1644_image_0056,20200814,0.0017096548850247608,0.007065806276726644,0.00689693633466959
20200814_clip_38_1644_image_0058,20200814,0.0021353677352656535,0.006862623004767405,0.006762843579053879
20200814_clip_38_1644_image_0060,20200814,0.0014756664954517099,0.006893577764513128,0.0067438846454024315
20200814_clip_38_1644_image_0062,20200814,0.001439425120959775,0.00707480031495228,0.006874084006994963
20200814_clip_38_1644_image_0064,20200814,0.0016629761306227397,0.007177620043880093,0.007021477445960045
20200814_clip_38_1644_image_0066,20200814,0.002524250437658698,0.006839693779404379,0.00683793518692255
20200814_clip_38_1644_image_0068,20200814,0.0018026760070994328,0.007272052288041215,0.007044151891022921
20200814_clip_38_1644_image_0070,20200814,0.0012925546000176246,0.00702788079628941,0.006811882834881544
20200814_clip_38_1644_image_0072,20200814,0.0012116388816084457,0.006923430355576138,0.006665489170700312
20200814_clip_38_1644_image_0074,20200814,0.001168152156647381,0.00691350902934531,0.006648131180554628
20200814_clip_38_1644_image_0076,20200814,0.002847366857319362,0.007095309624790548,0.006972489878535271
20200814_clip_38_1644_image_0078,20200814,0.00148154909906497,0.006887605623469158,0.00668806629255414
